Rank,Symbol,Momentum,Volatility,Score
1,UPL,0.353373,0.026761,13.2047
2,APLLTD,0.23143,0.018721,12.3621
3,INDUSTOWER,0.25337,0.023853,10.6223
4,ZYDUSLIFE,0.190187,0.021952,8.6636
5,AJANTPHARM,0.296921,0.034638,8.5721
6,OFSS,0.106186,0.012795,8.299
7,PAGEIND,0.202088,0.024477,8.2562
8,EICHERMOT,0.194439,0.023556,8.2543
9,DISHTV,0.231003,0.028193,8.1935
10,BRITANNIA,0.183306,0.022709,8.0718
11,MARICO,0.204549,0.025645,7.976
12,BAJAJ-AUTO,0.143471,0.018341,7.8224
13,BPCL,0.168355,0.024879,6.7669
14,VOLTAS,0.185508,0.028692,6.4656
15,KAJARIACER,0.109276,0.018608,5.8724
16,JUBLFOOD,0.147016,0.025763,5.7066
17,GODREJIND,0.138117,0.02539,5.4398
18,PEL,0.120108,0.022547,5.3269
19,APOLLOTYRE,0.122045,0.02363,5.1649
20,CUB,0.063665,0.012862,4.95
