Rank,Symbol,Momentum,Volatility,Score
1,ADANIENSOL,0.883485,0.027831,31.7446
2,SKFINDIA,0.539,0.018702,28.8199
3,ABB,0.555657,0.020837,26.6672
4,IDFCFIRSTB,0.646566,0.0268,24.1257
5,ADANIENT,0.06753,0.002877,23.4732
6,JSWENERGY,0.806905,0.035268,22.8794
7,TVSMOTOR,0.389311,0.017154,22.6954
8,OBEROIRLTY,0.398111,0.01777,22.4036
9,FEDERALBNK,0.400354,0.018033,22.2009
10,ATGL,0.829504,0.037577,22.0749
11,PIDILITIND,0.338761,0.015472,21.8948
12,PIIND,0.386591,0.017762,21.7654
13,LICHSGFIN,0.406814,0.018756,21.6894
14,INDHOTEL,0.37006,0.017233,21.4742
15,JKCEMENT,0.312244,0.014604,21.3805
16,SCHAEFFLER,0.459895,0.021521,21.3698
17,GRINDWELL,0.442024,0.021072,20.9773
18,ZFCVINDIA,0.325057,0.015609,20.8248
19,BEL,0.40788,0.019668,20.7387
20,ASTRAL,0.356576,0.017542,20.3269
