Rank,Symbol,Momentum,Volatility,Score
1,ADANIENSOL,0.907423,0.030507,29.7444
2,ATGL,0.613098,0.025855,23.713
3,MINDTREE,0.620695,0.026672,23.2711
4,JSWENERGY,0.621673,0.02837,21.9129
5,RELIANCE,0.25824,0.01311,19.698
6,TATAELXSI,0.423182,0.022344,18.9392
7,TMPV,0.668724,0.03728,17.9378
8,TATAPOWER,0.707036,0.039554,17.8754
9,IOC,0.27824,0.015619,17.8141
10,IRCTC,0.751231,0.042638,17.6189
11,ONGC,0.367436,0.022225,16.5322
12,TITAN,0.340596,0.020934,16.2697
13,BAJAJFINSV,0.329259,0.020402,16.1386
14,BAJFINANCE,0.249595,0.015514,16.0883
15,GODREJPROP,0.517983,0.032628,15.8756
16,ADANIGREEN,0.323371,0.020456,15.8082
17,GMRAIRPORT,0.42576,0.027534,15.4631
18,INDHOTEL,0.434128,0.028306,15.3368
19,UNITDSPR,0.308489,0.020545,15.0151
20,HINDPETRO,0.308634,0.020633,14.9584
