Rank,Symbol,Momentum,Volatility,Score
1,ACC,0.137234,0.013253,10.3547
2,SUNTECK,0.141618,0.019966,7.0929
3,M&M,0.124138,0.021164,5.8656
4,AMBUJACEM,0.115785,0.020951,5.5264
5,ULTRACEMCO,0.081212,0.01612,5.0381
6,BAJAJ-AUTO,0.089637,0.018714,4.7898
7,HEROMOTOCO,0.076771,0.017602,4.3616
8,RNAVAL,0.12973,0.030735,4.2209
9,IGL,0.061728,0.014968,4.124
10,GRASIM,0.063534,0.01558,4.0779
11,OIL,0.048244,0.013089,3.686
12,LICHSGFIN,0.041163,0.01959,2.1012
13,GMDCLTD,0.044001,0.024455,1.7993
14,BPCL,0.019975,0.016209,1.2323
15,EIHOTEL,0.021053,0.023306,0.9033
16,CHAMBLFERT,0.028324,0.03151,0.8989
17,ASIANPAINT,0.010799,0.012142,0.8894
18,IDEA,0.021631,0.024659,0.8772
19,HINDUNILVR,0.011299,0.013445,0.8404
20,GUJENERGY,0.011976,0.019868,0.6028
