Rank,Symbol,Momentum,Volatility,Score
1,IL&FSENGG,0.828924,0.035762,23.1791
2,INDUSINDBK,0.533103,0.023576,22.6117
3,YESBANK,0.621799,0.030758,20.216
4,IOB,0.477984,0.023665,20.1978
5,ORIENTBANK,0.460177,0.023587,19.5099
6,ALBK,0.434932,0.023297,18.6687
7,OFSS,0.41253,0.022435,18.3881
8,SANOFI,0.249707,0.014564,17.1449
9,JINDALSTEL,0.491341,0.029752,16.5148
10,JETAIRWAYS,0.65861,0.041273,15.9573
11,PGHH,0.473413,0.02969,15.9453
12,JINDALSAW,0.5594,0.035774,15.6373
13,ANDHRABANK,0.325779,0.021468,15.175
14,PFIZER,0.170535,0.011335,15.0445
15,KPIL,0.293118,0.020382,14.3809
16,RANBAXY,0.352489,0.024823,14.2004
17,WELSPUNIND,0.59431,0.04337,13.7032
18,BANKINDIA,0.360061,0.026867,13.4018
19,HDFCBANK,0.178551,0.013339,13.3856
20,CANBK,0.309817,0.023348,13.2694
