Rank,Symbol,Momentum,Volatility,Score
1,UPL,0.251599,0.012803,19.6522
2,PIIND,0.23572,0.013929,16.9225
3,TITAN,0.187942,0.011998,15.6643
4,PFIZER,0.221671,0.01492,14.8572
5,BATAINDIA,0.206,0.015944,12.9198
6,DBL,0.585909,0.045499,12.8775
7,RBLBANK,0.184763,0.014384,12.8447
8,CHOLAFIN,0.218456,0.017231,12.6783
9,MANAPPURAM,0.282497,0.022479,12.567
10,RELIANCE,0.200037,0.016055,12.4594
11,MGL,0.175085,0.014254,12.283
12,VOLTAS,0.180293,0.014858,12.1346
13,ICICIGI,0.201093,0.017269,11.6445
14,HCLTECH,0.159019,0.014229,11.1759
15,AXISBANK,0.170557,0.015431,11.0531
16,SHREECEM,0.179783,0.016329,11.0102
17,BAJFINANCE,0.177043,0.016334,10.8392
18,HDFCBANK,0.093718,0.008879,10.5547
19,INDIGO,0.256566,0.024592,10.4328
20,3MINDIA,0.172135,0.016551,10.4005
