Rank,Symbol,Momentum,Volatility,Score
1,AJANTPHARM,0.181719,0.030183,6.0206
2,IPCALAB,0.112754,0.029174,3.8649
3,PIDILITIND,0.032864,0.019007,1.7291
4,ABBOTINDIA,0.03974,0.026835,1.4809
5,YESBANK,0.195339,0.145347,1.3439
6,ALKEM,0.028671,0.021862,1.3114
7,DIVISLAB,0.01467,0.021421,0.6848
8,DMART,0.005039,0.02783,0.1811
9,PFIZER,-0.013165,0.021523,-0.6117
10,BLUEDART,-0.023019,0.030415,-0.7568
11,COROMANDEL,-0.017802,0.019395,-0.9179
12,BHARTIARTL,-0.03075,0.024577,-1.2512
13,BAYERCROP,-0.032001,0.019927,-1.6059
14,ESCORTS,-0.062898,0.034561,-1.8199
15,ZYDUSLIFE,-0.043571,0.022531,-1.9338
16,TORNTPOWER,-0.045051,0.02123,-2.1221
17,HINDUNILVR,-0.042901,0.019652,-2.183
18,HONAUT,-0.08025,0.036341,-2.2083
19,TORNTPHARM,-0.053744,0.023312,-2.3055
20,VBL,-0.069883,0.030176,-2.3158
