Rank,Symbol,Momentum,Volatility,Score
1,TECHM,0.284824,0.016239,17.5396
2,BIOCON,0.469824,0.031289,15.0156
3,JINDALSTEL,0.511208,0.034334,14.8891
4,MINDTREE,0.373466,0.025251,14.7904
5,JUBLPHARMA,0.476518,0.032896,14.4857
6,VBL,0.334973,0.023322,14.3632
7,LTM,0.257469,0.019837,12.979
8,HCLTECH,0.163348,0.012798,12.7639
9,OFSS,0.143617,0.012489,11.4996
10,MPHASIS,0.192369,0.016842,11.422
11,INFY,0.148247,0.013037,11.3713
12,LTTS,0.42126,0.037777,11.1512
13,TCS,0.157371,0.015193,10.3578
14,ABB,0.154708,0.015067,10.2677
15,RCOM,0.930147,0.095629,9.7266
16,ADANIENT,0.003098,0.00033,9.3804
17,LT,0.121469,0.013688,8.8744
18,SANOFI,0.109697,0.012782,8.5819
19,BLUEDART,0.125828,0.014859,8.4682
20,3MINDIA,0.194632,0.02328,8.3604
