Rank,Symbol,Momentum,Volatility,Score
1,ADANIGREEN,0.871145,0.030689,28.3865
2,IDBI,1.292453,0.049155,26.2937
3,JUBLPHARMA,0.931373,0.039008,23.8765
4,IDEA,1.716216,0.074231,23.12
5,QUESS,0.721658,0.034803,20.7356
6,ATGL,0.64922,0.032433,20.0173
7,BAYERCROP,0.582161,0.030282,19.2249
8,BALKRISIND,0.471563,0.026811,17.5883
9,LTM,0.353714,0.020538,17.2222
10,COROMANDEL,0.446506,0.025958,17.2014
11,GODREJIND,0.477956,0.028216,16.9394
12,PEL,0.675365,0.040181,16.8082
13,EDELWEISS,0.619813,0.038922,15.9245
14,ENDURANCE,0.429331,0.02716,15.8072
15,TATACOMM,0.666212,0.043265,15.3984
16,ISEC,0.544187,0.03598,15.1245
17,TATAPOWER,0.534669,0.035713,14.9712
18,JINDALSTEL,0.858866,0.057891,14.8359
19,M&M,0.595242,0.040189,14.811
20,HAL,0.418534,0.028307,14.7858
