Rank,Symbol,Momentum,Volatility,Score
1,HDFCAMC,0.306133,0.016327,18.7503
2,TITAN,0.216682,0.014122,15.3439
3,SRF,0.245151,0.0186,13.1801
4,BAJFINANCE,0.222591,0.017125,12.998
5,TRENT,0.247913,0.019552,12.6799
6,AUBANK,0.189611,0.015236,12.4447
7,ATUL,0.144908,0.012059,12.0161
8,TATACONSUM,0.253544,0.022457,11.29
9,FRETAIL,0.14849,0.013796,10.7631
10,SOLARINDS,0.185048,0.017557,10.5398
11,SHREECEM,0.144131,0.015119,9.5332
12,BAJAJFINSV,0.131063,0.013915,9.4187
13,HDFCLIFE,0.144813,0.015733,9.2045
14,CUB,0.100707,0.010961,9.1875
15,SBILIFE,0.15755,0.017159,9.1819
16,KOTAKBANK,0.099483,0.011204,8.8792
17,LT,0.141304,0.016005,8.8285
18,WHIRLPOOL,0.13575,0.015454,8.7842
19,LTM,0.111452,0.012908,8.6345
20,SYNGENE,0.157366,0.019462,8.0857
