Rank,Symbol,AnnualVolatility
1,ADANIENT,0.011824
2,PGHH,0.257529
3,JSWDULUX,0.274955
4,BRITANNIA,0.287097
5,DRREDDY,0.290737
6,AMBUJACEM,0.290752
7,PFIZER,0.300194
8,SANOFI,0.305922
9,APOLLOHOSP,0.318954
10,JUBLPHARMA,0.330284
11,LUPIN,0.334247
12,GLAXO,0.335435
13,ZYDUSLIFE,0.339205
14,TCS,0.340322
15,GRASIM,0.341866
16,RANBAXY,0.342928
17,INFY,0.344312
18,HEROMOTOCO,0.347075
19,CONCOR,0.349602
20,WIPRO,0.351106
