Rank,Symbol,AnnualVolatility
1,ZFCVINDIA,0.211801
2,GILLETTE,0.237594
3,PGHH,0.263895
4,SANOFI,0.269333
5,SCHAEFFLER,0.278679
6,MARICO,0.295367
7,SOLARINDS,0.299986
8,SYNGENE,0.30418
9,DABUR,0.305499
10,THERMAX,0.309335
11,DRREDDY,0.31514
12,COLPAL,0.31615
13,DIVISLAB,0.321718
14,WIPRO,0.323964
15,NESTLEIND,0.327599
16,POWERGRID,0.33002
17,NATCOPHARM,0.330756
18,UBL,0.332658
19,GLAXO,0.333322
20,ALKEM,0.334825
