Rank,Symbol,AnnualVolatility
1,ADANIENT,0.004059
2,PGHH,0.216198
3,GILLETTE,0.21725
4,SANOFI,0.22945
5,GUJENERGY,0.236045
6,DRREDDY,0.244991
7,PFIZER,0.247201
8,ASIANPAINT,0.253548
9,JSWDULUX,0.256015
10,GSKCONS,0.25609
11,RELIANCE,0.263675
12,RELIANCE,0.263675
13,INFY,0.263778
14,MARICO,0.264055
15,BALLARPUR,0.264554
16,SUNPHARMA,0.274495
17,GLAXO,0.274631
18,M&MFIN,0.274798
19,AUROPHARMA,0.276233
20,TCS,0.277225
