Rank,Symbol,AnnualVolatility
1,ADANIENT,0.025732
2,GILLETTE,0.175454
3,ABBOTINDIA,0.189932
4,DABUR,0.193901
5,HINDUNILVR,0.201627
6,COLPAL,0.201763
7,BRITANNIA,0.208845
8,SANOFI,0.211442
9,NESTLEIND,0.212275
10,PGHH,0.222242
11,MARICO,0.231681
12,PIDILITIND,0.231989
13,GLAXO,0.234592
14,PFIZER,0.239298
15,HDFCLIFE,0.240096
16,TCS,0.24347
17,SBILIFE,0.245189
18,BERGEPAINT,0.246596
19,SCHAEFFLER,0.248093
20,AKZOINDIA,0.258181
