Rank,Symbol,AnnualVolatility
1,ADANIENT,0.006824
2,GLAXO,0.159505
3,JSWDULUX,0.179794
4,SKFINDIA,0.182011
5,BOSCHLTD,0.183043
6,DRREDDY,0.185519
7,PFIZER,0.187131
8,HDFCBANK,0.189776
9,SUNPHARMA,0.192266
10,BRITANNIA,0.194376
11,SJVN,0.195031
12,BRFL,0.196787
13,EIHOTEL,0.198058
14,GILLETTE,0.19837
15,NTPC,0.201962
16,POWERGRID,0.204149
17,COALINDIA,0.204373
18,GRASIM,0.206505
19,TATACHEM,0.207629
20,PGHH,0.208047
