Rank,Symbol,AnnualVolatility
1,ADANIENT,0.009671
2,GTL,0.242092
3,GLAXO,0.263099
4,COLPAL,0.289589
5,PFIZER,0.319617
6,JSWDULUX,0.321005
7,BRITANNIA,0.324318
8,STERLINBIO,0.331043
9,BOSCHLTD,0.33678
10,CASTROLIND,0.340664
11,RELIGARE,0.340752
12,PGHH,0.34392
13,ASIANPAINT,0.365722
14,HINDUNILVR,0.377456
15,IGL,0.381085
16,MARICO,0.386571
17,PATELENG,0.390129
18,ITC,0.396249
19,CONCOR,0.397422
20,GILLETTE,0.400509
