Rank,Symbol,AnnualVolatility
1,ADANIENT,0.011367
2,GILLETTE,0.2295
3,PGHH,0.27401
4,SANOFI,0.277359
5,PFIZER,0.291793
6,COLPAL,0.293752
7,MARICO,0.294859
8,SCHAEFFLER,0.301453
9,SOLARINDS,0.302238
10,DABUR,0.307358
11,GLAXO,0.311985
12,ZFCVINDIA,0.324034
13,NESTLEIND,0.327823
14,ABBOTINDIA,0.329679
15,HINDUNILVR,0.335152
16,TORNTPOWER,0.34295
17,ALKEM,0.343672
18,ZYDUSWELL,0.347001
19,THERMAX,0.35074
20,PIDILITIND,0.35207
