Rank,Symbol,AnnualVolatility
1,ADANIENT,0.014187
2,BRITANNIA,0.245673
3,PGHH,0.277745
4,APOLLOHOSP,0.31086
5,PFIZER,0.313086
6,GLAXO,0.32311
7,JUBLPHARMA,0.336778
8,CONCOR,0.336886
9,CIPLA,0.341336
10,SANOFI,0.353925
11,AMBUJACEM,0.354039
12,DRREDDY,0.354543
13,ZYDUSLIFE,0.354662
14,COLPAL,0.359827
15,SKFINDIA,0.360947
16,JSWDULUX,0.365265
17,GRASIM,0.369682
18,GODREJCP,0.371051
19,NDTV,0.371766
20,HEROMOTOCO,0.374038
