Rank,Symbol,AnnualVolatility
1,ADANIENT,0.003837
2,HDFCBANK,0.140174
3,GLAXO,0.149068
4,GILLETTE,0.167389
5,PFIZER,0.175327
6,LTM,0.177835
7,HINDUNILVR,0.180097
8,GSKCONS,0.18021
9,KOTAKBANK,0.182984
10,PGHH,0.184585
11,WIPRO,0.185671
12,COLPAL,0.187279
13,DBCORP,0.187285
14,CRISIL,0.188651
15,LT,0.191917
16,BAJAJ-AUTO,0.192963
17,SANOFI,0.194625
18,HONAUT,0.195091
19,RAJESHEXPO,0.19719
20,HCLTECH,0.199104
