Rank,Symbol,AnnualVolatility
1,ADANIENT,0.042864
2,IRFC,0.184031
3,COLPAL,0.190756
4,NESTLEIND,0.193113
5,SANOFI,0.211288
6,PFIZER,0.219059
7,BRITANNIA,0.220276
8,DABUR,0.224328
9,ALKEM,0.229128
10,MRF,0.235726
11,DRREDDY,0.238505
12,TCS,0.240406
13,SUNPHARMA,0.241675
14,BAJAJ-AUTO,0.242067
15,HINDUNILVR,0.24218
16,MARICO,0.242366
17,PGHH,0.243351
18,CIPLA,0.244577
19,BAYERCROP,0.248178
20,HDFCBANK,0.250711
