Rank,Symbol,AnnualVolatility
1,ADANIENT,0.010431
2,GLAXO,0.278832
3,PGHH,0.294468
4,BRITANNIA,0.305193
5,PFIZER,0.306212
6,COLPAL,0.317203
7,BOSCHLTD,0.32956
8,ASIANPAINT,0.337174
9,GILLETTE,0.348835
10,GODREJCP,0.353427
11,IGL,0.358567
12,PATELENG,0.362398
13,3MINDIA,0.367347
14,ITC,0.369356
15,HEROMOTOCO,0.371384
16,HINDUNILVR,0.371997
17,TATAINVEST,0.373271
18,MARICO,0.373737
19,CIPLA,0.377512
20,SHRIRAMFIN,0.379277
