Rank,Symbol,AnnualVolatility
1,ADANIENT,0.010505
2,GTL,0.190101
3,JSWDULUX,0.202911
4,GLAXO,0.210846
5,BOSCHLTD,0.247431
6,PFIZER,0.25474
7,COLPAL,0.269294
8,NTPC,0.282184
9,ASIANPAINT,0.294599
10,DABUR,0.301064
11,TATACONSUM,0.302966
12,HINDUNILVR,0.30917
13,CASTROLIND,0.313078
14,PATELENG,0.32258
15,HDFCBANK,0.322606
16,STERLINBIO,0.33577
17,ZYDUSLIFE,0.336974
18,RELIGARE,0.338092
19,MARICO,0.341639
20,IGL,0.342943
