Rank,Symbol,AnnualVolatility
1,ADANIENT,0.064424
2,HINDUNILVR,0.152508
3,ICICIBANK,0.157427
4,SUNPHARMA,0.165689
5,PFIZER,0.166897
6,TITAN,0.167071
7,BRITANNIA,0.169367
8,BATAINDIA,0.170425
9,ASIANPAINT,0.172286
10,ITC,0.172442
11,MARUTI,0.173225
12,NESTLEIND,0.173363
13,BHARTIARTL,0.174183
14,RELAXO,0.175247
15,VINATIORGA,0.175762
16,KOTAKBANK,0.179204
17,DABUR,0.180642
18,ULTRACEMCO,0.184781
19,PIDILITIND,0.1855
20,HONAUT,0.187289
