Rank,Symbol,AnnualVolatility
1,ADANIENT,0.094074
2,SANOFI,0.174719
3,PFIZER,0.178826
4,GLAXO,0.191992
5,COLPAL,0.195554
6,NESTLEIND,0.197824
7,ALKEM,0.198803
8,ITC,0.209982
9,SUNPHARMA,0.212762
10,RELAXO,0.220327
11,CIPLA,0.221179
12,PGHH,0.221205
13,TORNTPHARM,0.222202
14,ICICIBANK,0.224644
15,BHARTIARTL,0.228887
16,WHIRLPOOL,0.229404
17,BRITANNIA,0.230787
18,DRREDDY,0.230836
19,KOTAKBANK,0.231113
20,BAJAJ-AUTO,0.23131
