Rank,Symbol,AnnualVolatility
1,ADANIENT,0.002158
2,HDFCBANK,0.153008
3,GILLETTE,0.181304
4,HONAUT,0.182197
5,GLAXO,0.183494
6,WIPRO,0.191944
7,PFIZER,0.207288
8,COLPAL,0.207619
9,OFSS,0.208188
10,HINDUNILVR,0.208513
11,SANOFI,0.209226
12,PGHH,0.209428
13,SKFINDIA,0.209743
14,BAJAJCON,0.209916
15,KOTAKBANK,0.209952
16,SCHAEFFLER,0.211713
17,TCS,0.219691
18,POWERGRID,0.224387
19,DBCORP,0.224735
20,ACC,0.227614
