Rank,Symbol,AnnualVolatility
1,HDFCBANK,0.159308
2,GILLETTE,0.165824
3,SKFINDIA,0.176458
4,PGHH,0.193354
5,SANOFI,0.198208
6,COLPAL,0.206029
7,HINDUNILVR,0.207357
8,ITC,0.20816
9,MRF,0.212113
10,ALKEM,0.220961
11,POWERGRID,0.222458
12,GSKCONS,0.223041
13,GODREJAGRO,0.224797
14,ATUL,0.227261
15,LT,0.227976
16,RELAXO,0.228522
17,BRITANNIA,0.22977
18,NTPC,0.230699
19,ASIANPAINT,0.230884
20,INFY,0.230893
