Rank,Symbol,AnnualVolatility
1,ADANIENT,0.101474
2,GLAXO,0.150872
3,PFIZER,0.164209
4,NESTLEIND,0.166333
5,SUNPHARMA,0.166448
6,ICICIBANK,0.169967
7,PGHH,0.170308
8,PIDILITIND,0.170733
9,HINDUNILVR,0.180941
10,TORNTPHARM,0.181106
11,BHARTIARTL,0.181359
12,DRREDDY,0.181439
13,MARUTI,0.1838
14,COLPAL,0.184135
15,BAYERCROP,0.185042
16,IOC,0.185363
17,SUNDARMFIN,0.185458
18,UBL,0.186002
19,HDFCBANK,0.186004
20,GRASIM,0.186067
