Rank,Symbol,AnnualVolatility
1,ADANIENT,0.040409
2,NESTLEIND,0.179146
3,COLPAL,0.17992
4,BRITANNIA,0.200568
5,SANOFI,0.205307
6,TCS,0.207856
7,HINDUNILVR,0.208902
8,DABUR,0.209074
9,MRF,0.20925
10,INFY,0.210462
11,BAYERCROP,0.218615
12,IRFC,0.222671
13,BAJAJ-AUTO,0.229684
14,PGHH,0.231737
15,BERGEPAINT,0.232266
16,AIAENG,0.237627
17,ALKEM,0.238348
18,PETRONET,0.240694
19,CIPLA,0.241339
20,LT,0.241887
