Rank,Symbol,AnnualVolatility
1,GILLETTE,0.141436
2,HDFCBANK,0.14739
3,PGHH,0.152321
4,GLAXO,0.168582
5,POWERGRID,0.170187
6,COLPAL,0.172527
7,HINDUNILVR,0.17326
8,MARUTI,0.175426
9,BRITANNIA,0.177551
10,HEROMOTOCO,0.182735
11,DABUR,0.185382
12,NTPC,0.186113
13,SKFINDIA,0.188714
14,KOTAKBANK,0.18903
15,ASIANPAINT,0.189212
16,HDFC,0.193601
17,SANOFI,0.194294
18,INDUSINDBK,0.197142
19,BAJAJ-AUTO,0.200149
20,SOLARINDS,0.206335
