Rank,Symbol,AnnualVolatility
1,ADANIENT,0.005328
2,GILLETTE,0.217585
3,PGHH,0.221435
4,SANOFI,0.231202
5,GUJENERGY,0.2361
6,DRREDDY,0.244213
7,PFIZER,0.252557
8,JSWDULUX,0.26233
9,ASIANPAINT,0.264191
10,GSKCONS,0.267663
11,RELIANCE,0.270529
12,RELIANCE,0.270529
13,EIHOTEL,0.272093
14,INFY,0.27405
15,MARICO,0.274109
16,GLAXO,0.274348
17,SUNPHARMA,0.275734
18,TCS,0.279596
19,AUROPHARMA,0.280762
20,M&MFIN,0.280889
