Rank,Symbol,AnnualVolatility
1,GLAXO,0.180879
2,HINDUNILVR,0.181227
3,ZFCVINDIA,0.18997
4,HDFCBANK,0.194572
5,GILLETTE,0.195095
6,MARICO,0.203729
7,ALKEM,0.204406
8,ITC,0.205589
9,SANOFI,0.206733
10,PGHH,0.207543
11,DABUR,0.210979
12,NHPC,0.212866
13,POWERGRID,0.213693
14,KOTAKBANK,0.215551
15,ATUL,0.215559
16,HCLTECH,0.215993
17,SKFINDIA,0.216535
18,COLPAL,0.216681
19,NATCOPHARM,0.216915
20,RAJESHEXPO,0.219263
