Rank,Symbol,AnnualVolatility
1,ADANIENT,0.012239
2,BRITANNIA,0.30242
3,PGHH,0.304959
4,GLAXO,0.328363
5,PFIZER,0.330512
6,COLPAL,0.365433
7,ASIANPAINT,0.367012
8,GILLETTE,0.377374
9,BOSCHLTD,0.388859
10,3MINDIA,0.39174
11,SANOFI,0.3949
12,GODREJCP,0.39575
13,TATAINVEST,0.397629
14,CONCOR,0.406995
15,CIPLA,0.407161
16,JSWDULUX,0.411304
17,APOLLOHOSP,0.412794
18,HEROMOTOCO,0.414765
19,GUJENERGY,0.415407
20,GSKCONS,0.415633
