Rank,Symbol,AnnualVolatility
1,ZFCVINDIA,0.163916
2,GILLETTE,0.218138
3,SANOFI,0.224824
4,HINDUNILVR,0.226591
5,DABUR,0.22823
6,MARICO,0.23145
7,PGHH,0.237402
8,WIPRO,0.23899
9,SCHAEFFLER,0.240207
10,COLPAL,0.242014
11,NESTLEIND,0.243203
12,DRREDDY,0.243781
13,ASIANPAINT,0.247664
14,ALKEM,0.252054
15,GLAXO,0.252751
16,RAJESHEXPO,0.2545
17,BAJAJ-AUTO,0.255446
18,CHOLAHLDNG,0.25752
19,PIDILITIND,0.258105
20,SKFINDIA,0.260063
