Rank,Symbol,AnnualVolatility
1,ADANIENT,0.001949
2,HDFCBANK,0.154389
3,GILLETTE,0.179127
4,HONAUT,0.180935
5,GLAXO,0.181972
6,SCHAEFFLER,0.19257
7,WIPRO,0.194474
8,COLPAL,0.19949
9,HINDUNILVR,0.203951
10,PFIZER,0.207569
11,OIL,0.207966
12,KOTAKBANK,0.209064
13,SKFINDIA,0.210173
14,OFSS,0.210357
15,BAJAJCON,0.211535
16,RELIANCE,0.211589
17,SANOFI,0.212029
18,PGHH,0.213197
19,GSKCONS,0.218882
20,BAJAJ-AUTO,0.224459
