Rank,Symbol,AnnualVolatility
1,ADANIENT,0.004031
2,HDFCBANK,0.13991
3,GLAXO,0.148514
4,GILLETTE,0.164065
5,CRISIL,0.174496
6,PGHH,0.174822
7,WIPRO,0.181157
8,HINDUNILVR,0.183754
9,BAJAJ-AUTO,0.184807
10,COLPAL,0.185186
11,PFIZER,0.187812
12,GSKCONS,0.188639
13,RAJESHEXPO,0.188702
14,KOTAKBANK,0.191425
15,DBCORP,0.193132
16,HCLTECH,0.198684
17,LTM,0.200661
18,BRITANNIA,0.202036
19,LT,0.202347
20,SKFINDIA,0.203938
