Rank,Symbol,AnnualVolatility
1,ADANIENT,0.002987
2,KANSAINER,0.276165
3,SUNDARMFIN,0.276783
4,NIRMA,0.297194
5,ASIANPAINT,0.301305
6,GILLETTE,0.304384
7,SUNPHARMA,0.311159
8,GUJENERGY,0.311632
9,BOSCHLTD,0.316496
10,WYETH,0.318036
11,TRENT,0.318942
12,BRITANNIA,0.321224
13,TATAPOWER,0.322572
14,SANOFI,0.324538
15,INFY,0.325597
16,PFIZER,0.329512
17,PGHH,0.330717
18,NTPC,0.33202
19,BERGEPAINT,0.333204
20,ALFALAVAL,0.336637
