Rank,Symbol,AnnualVolatility
1,ADANIENT,0.001902
2,KANSAINER,0.278568
3,BIOCON,0.283173
4,DREDGECORP,0.283301
5,GILLETTE,0.294052
6,ASIANPAINT,0.300094
7,INFY,0.310392
8,SBIN,0.311522
9,TCS,0.313669
10,SUNDARMFIN,0.313729
11,NTPC,0.315231
12,PATELENG,0.318743
13,MOSERBAER,0.321858
14,HDFCBANK,0.322026
15,SCI,0.32453
16,PUNJABTRAC,0.325033
17,BRITANNIA,0.325991
18,GUJENERGY,0.327901
19,NIRMA,0.329841
20,SUNPHARMA,0.331484
