Rank,Symbol,AnnualVolatility
1,ADANIENT,0.005138
2,HDFCBANK,0.140632
3,CRISIL,0.149359
4,GLAXO,0.15376
5,PGHH,0.161978
6,HINDUNILVR,0.176345
7,POWERGRID,0.17646
8,COLPAL,0.178951
9,GILLETTE,0.180208
10,KOTAKBANK,0.182634
11,NTPC,0.18414
12,MARUTI,0.184562
13,BRITANNIA,0.185082
14,INDUSINDBK,0.185326
15,ASIANPAINT,0.186478
16,DABUR,0.190048
17,BAJAJ-AUTO,0.190519
18,SOLARINDS,0.194277
19,HEROMOTOCO,0.194366
20,M&M,0.196674
