Rank,Symbol,AnnualVolatility
1,ADANIENT,0.012116
2,OFSS,0.206926
3,ITC,0.208081
4,COLPAL,0.210418
5,MARICO,0.212353
6,LUPIN,0.214299
7,HINDUNILVR,0.215373
8,DRREDDY,0.218887
9,CAIRN,0.222918
10,BAJAJ-AUTO,0.225166
11,DABUR,0.228672
12,RELIANCE,0.230874
13,SHREECEM,0.232055
14,CIPLA,0.233086
15,POWERGRID,0.233406
16,BAJAJHLDNG,0.233845
17,HDFCBANK,0.234626
18,GSKCONS,0.238108
19,PGHH,0.240017
20,BOSCHLTD,0.240106
