Rank,Symbol,AnnualVolatility
1,HDFCBANK,0.190018
2,GLAXO,0.20307
3,MARUTI,0.230482
4,POWERGRID,0.230885
5,GSKCONS,0.230937
6,BAJAJ-AUTO,0.232389
7,WIPRO,0.237932
8,RELIANCE,0.24468
9,TCS,0.246682
10,SJVN,0.247253
11,PGHH,0.248851
12,KARURVYSYA,0.252612
13,DIVISLAB,0.253033
14,LUPIN,0.254302
15,HEROMOTOCO,0.256251
16,DABUR,0.256694
17,COLPAL,0.259264
18,DRREDDY,0.259744
19,INDUSINDBK,0.262826
20,OFSS,0.263439
