Rank,Symbol,AnnualVolatility
1,ICICIBANK,0.186461
2,MARICO,0.187713
3,NTPC,0.189213
4,HDFCBANK,0.190699
5,HINDUNILVR,0.19267
6,SUNPHARMA,0.193952
7,NESTLEIND,0.194407
8,BHARTIARTL,0.19557
9,PIDILITIND,0.195941
10,ITC,0.196604
11,APOLLOHOSP,0.198622
12,CIPLA,0.201546
13,BRITANNIA,0.201912
14,SBILIFE,0.202059
15,TORNTPHARM,0.205663
16,HDFCLIFE,0.209825
17,SHREECEM,0.210872
18,RELIANCE,0.214404
19,DRREDDY,0.215158
20,TCS,0.217174
