Rank,Symbol,AnnualVolatility
1,GILLETTE,0.120608
2,HDFCBANK,0.163033
3,PGHH,0.187618
4,SANOFI,0.188968
5,SKFINDIA,0.189526
6,NTPC,0.190336
7,POWERGRID,0.198445
8,COLPAL,0.203632
9,ITC,0.203648
10,HINDUNILVR,0.214252
11,BRITANNIA,0.219724
12,LT,0.222315
13,MRF,0.226115
14,WIPRO,0.226409
15,ASIANPAINT,0.228623
16,TATACHEM,0.235416
17,BHARATFIN,0.23961
18,INFY,0.241332
19,HDFC,0.241487
20,MARUTI,0.242265
