Rank,Symbol,AnnualVolatility
1,HDFCBANK,0.177368
2,GLAXO,0.186327
3,GRASIM,0.193182
4,TCS,0.204802
5,DBCORP,0.214215
6,PGHH,0.216122
7,COLPAL,0.218512
8,WIPRO,0.221188
9,POWERGRID,0.222384
10,KARURVYSYA,0.225886
11,GSKCONS,0.232458
12,BALKRISIND,0.234717
13,HINDUNILVR,0.23538
14,ACC,0.238947
15,SKFINDIA,0.239977
16,PIDILITIND,0.241227
17,CUB,0.24244
18,OFSS,0.2428
19,GILLETTE,0.245788
20,HONAUT,0.247551
