Rank,Symbol,AnnualVolatility
1,ADANIENT,0.032211
2,GILLETTE,0.161074
3,DABUR,0.185652
4,BRITANNIA,0.186163
5,COLPAL,0.192908
6,SANOFI,0.205158
7,NESTLEIND,0.205494
8,HINDUNILVR,0.207977
9,GLAXO,0.209083
10,ZYDUSWELL,0.214727
11,ALKEM,0.215587
12,TCS,0.217524
13,INFY,0.218342
14,PFIZER,0.223669
15,PIDILITIND,0.228412
16,HDFCLIFE,0.229601
17,PGHH,0.229693
18,SBILIFE,0.231255
19,TATACONSUM,0.234162
20,BERGEPAINT,0.236319
