Rank,Symbol,AnnualVolatility
1,ADANIENT,0.002188
2,HDFCBANK,0.147097
3,GILLETTE,0.15594
4,GLAXO,0.157463
5,HONAUT,0.167041
6,PFIZER,0.168028
7,HINDUNILVR,0.178042
8,SCHAEFFLER,0.180557
9,PGHH,0.182482
10,WIPRO,0.18923
11,COLPAL,0.190044
12,KOTAKBANK,0.194709
13,SANOFI,0.196876
14,OFSS,0.199712
15,SKFINDIA,0.200288
16,OIL,0.202544
17,BAJAJ-AUTO,0.206922
18,BAJAJCON,0.207877
19,DBCORP,0.208389
20,POWERGRID,0.20841
