Rank,Symbol,AnnualVolatility
1,GILLETTE,0.13714
2,HDFCBANK,0.152771
3,PGHH,0.177777
4,COLPAL,0.178731
5,NTPC,0.181643
6,SKFINDIA,0.189533
7,ITC,0.191101
8,POWERGRID,0.193226
9,WIPRO,0.196664
10,ASIANPAINT,0.196814
11,HINDUNILVR,0.196917
12,INDUSINDBK,0.197762
13,BRITANNIA,0.197985
14,SCHAEFFLER,0.198155
15,BHARATFIN,0.202354
16,MARUTI,0.202368
17,JSWDULUX,0.202409
18,INFY,0.206249
19,KOTAKBANK,0.206702
20,SANOFI,0.208288
