Rank,Symbol,AnnualVolatility
1,ADANIENT,0.012001
2,SJVN,0.177205
3,GLAXO,0.181802
4,KANSAINER,0.187585
5,BOSCHLTD,0.193707
6,KARURVYSYA,0.197256
7,VIDEOIND,0.197557
8,COLPAL,0.203115
9,SANOFI,0.204714
10,DRREDDY,0.20518
11,SKFINDIA,0.205549
12,BRITANNIA,0.210046
13,EIHOTEL,0.210209
14,CHENNPETRO,0.212024
15,OIL,0.21671
16,PFIZER,0.21717
17,GSKCONS,0.217524
18,POWERGRID,0.219195
19,DABUR,0.219513
20,TORNTPHARM,0.221657
