Rank,Symbol,AnnualVolatility
1,ADANIENT,0.069407
2,HINDUNILVR,0.172881
3,BRITANNIA,0.180834
4,ASIANPAINT,0.181308
5,SUNPHARMA,0.184579
6,ITC,0.186424
7,BATAINDIA,0.1921
8,NESTLEIND,0.192216
9,ICICIBANK,0.195279
10,DABUR,0.202529
11,DRREDDY,0.203219
12,TCS,0.203832
13,SBICARD,0.205152
14,PGHH,0.206182
15,RELIANCE,0.208989
16,BAJAJFINSV,0.211079
17,MARUTI,0.211444
18,MRF,0.21189
19,BHARTIARTL,0.213784
20,TATAELXSI,0.216639
