Rank,Symbol,AnnualVolatility
1,ADANIENT,0.004626
2,HDFCBANK,0.136183
3,GLAXO,0.146479
4,CRISIL,0.155635
5,PGHH,0.157244
6,GSKCONS,0.166527
7,KOTAKBANK,0.172561
8,POWERGRID,0.176281
9,HINDUNILVR,0.17697
10,GILLETTE,0.177097
11,COLPAL,0.179512
12,BAJAJ-AUTO,0.180846
13,RAJESHEXPO,0.183408
14,MARUTI,0.184364
15,BRITANNIA,0.18464
16,NTPC,0.18548
17,INDUSINDBK,0.186282
18,HCLTECH,0.187031
19,DABUR,0.188327
20,ASIANPAINT,0.188543
