Rank,Symbol,AnnualVolatility
1,ADANIENT,0.101599
2,PFIZER,0.158087
3,GLAXO,0.160822
4,COLPAL,0.172913
5,PGHH,0.173086
6,NESTLEIND,0.173592
7,ICICIBANK,0.176121
8,PIDILITIND,0.177231
9,SUNPHARMA,0.178601
10,ITC,0.179999
11,TORNTPHARM,0.180466
12,IOC,0.183835
13,ALKEM,0.183956
14,BAYERCROP,0.184392
15,HDFCBANK,0.186178
16,DRREDDY,0.186267
17,UBL,0.18847
18,MARUTI,0.188557
19,TCS,0.192085
20,GRASIM,0.192273
