Rank,Symbol,AnnualVolatility
1,ADANIENT,0.002312
2,VIDEOIND,0.120806
3,HDFCBANK,0.153829
4,GLAXO,0.176896
5,HONAUT,0.181239
6,GILLETTE,0.183681
7,WIPRO,0.187566
8,SKFINDIA,0.198939
9,COLPAL,0.204653
10,HINDUNILVR,0.208974
11,PGHH,0.20961
12,GRASIM,0.210556
13,OFSS,0.211012
14,KOTAKBANK,0.213306
15,PFIZER,0.213943
16,ACC,0.214235
17,SANOFI,0.214678
18,PIDILITIND,0.21508
19,INDUSINDBK,0.216023
20,TCS,0.216631
