Rank,Symbol,AnnualVolatility
1,ADANIENT,0.010169
2,GTL,0.169969
3,NTPC,0.190928
4,ERAINFRA,0.193809
5,PATELENG,0.198492
6,BHEL,0.206458
7,BOSCHLTD,0.213048
8,HDFCBANK,0.217833
9,NHPC,0.219089
10,PFIZER,0.219517
11,COLPAL,0.219663
12,PNB,0.223299
13,GLAXO,0.225456
14,INFY,0.226253
15,TATAPOWER,0.227771
16,LT,0.235247
17,ADANIPOWER,0.236147
18,HUBTOWN,0.239196
19,ITC,0.239558
20,HINDUNILVR,0.241287
