Rank,Symbol,AnnualVolatility
1,ADANIENT,0.059836
2,HDFCBANK,0.177116
3,ICICIBANK,0.180116
4,ITC,0.184123
5,PIDILITIND,0.186859
6,NESTLEIND,0.198668
7,HINDUNILVR,0.201373
8,TCS,0.201836
9,MRF,0.204131
10,SUNPHARMA,0.20436
11,DRREDDY,0.208639
12,RELIANCE,0.210644
13,ASIANPAINT,0.211322
14,AIAENG,0.211584
15,SBIN,0.213116
16,SHREECEM,0.213356
17,BRITANNIA,0.216225
18,BHARTIARTL,0.217772
19,DABUR,0.21788
20,COALINDIA,0.21806
