Rank,Symbol,AnnualVolatility
1,ADANIENT,0.018917
2,ERAINFRA,0.102415
3,GLAXO,0.188153
4,SJVN,0.191305
5,BOSCHLTD,0.191315
6,POWERGRID,0.2074
7,RELIGARE,0.211104
8,CRISIL,0.21448
9,OIL,0.216616
10,BEL,0.217899
11,NHPC,0.218891
12,DRREDDY,0.231117
13,KARURVYSYA,0.232185
14,ENGINERSIN,0.233442
15,DIVISLAB,0.235293
16,GILLETTE,0.235349
17,GSKCONS,0.236922
18,PFIZER,0.237725
19,ASIANPAINT,0.23776
20,BAJAJHLDNG,0.239611
