Rank,Symbol,AnnualVolatility
1,ADANIENT,0.039684
2,GILLETTE,0.149559
3,COLPAL,0.172423
4,NESTLEIND,0.176044
5,DABUR,0.183954
6,BRITANNIA,0.187246
7,HINDUNILVR,0.202093
8,PGHH,0.20448
9,ZYDUSWELL,0.206236
10,SANOFI,0.206948
11,BAYERCROP,0.209838
12,INFY,0.213848
13,TCS,0.215565
14,MRF,0.219627
15,PETRONET,0.221032
16,IRFC,0.224201
17,BAJAJ-AUTO,0.232604
18,HDFCLIFE,0.233265
19,HDFCBANK,0.233474
20,PIDILITIND,0.23431
