Rank,Symbol,AnnualVolatility
1,ADANIENT,0.014199
2,GLAXO,0.193988
3,HDFCBANK,0.198026
4,BAJAJ-AUTO,0.212937
5,LUPIN,0.224806
6,TECHM,0.231552
7,GSKCONS,0.231844
8,MARUTI,0.235623
9,DIVISLAB,0.244069
10,RELIANCE,0.245548
11,POWERGRID,0.246926
12,SHREECEM,0.248272
13,COLPAL,0.249018
14,TCS,0.249656
15,WIPRO,0.251469
16,PGHH,0.25506
17,DABUR,0.255461
18,DRREDDY,0.257228
19,HINDUNILVR,0.257267
20,ACC,0.257702
