Rank,Symbol,AnnualVolatility
1,ADANIENT,0.008491
2,PGHH,0.227866
3,DRREDDY,0.242425
4,GILLETTE,0.247442
5,SANOFI,0.249903
6,APOLLOHOSP,0.254578
7,JSWDULUX,0.264217
8,PFIZER,0.270439
9,WOCKPHARMA,0.284267
10,GLAXO,0.286705
11,ASIANHOTNR,0.288584
12,ZYDUSLIFE,0.293698
13,AUROPHARMA,0.295011
14,TCS,0.296458
15,SUNPHARMA,0.296833
16,EIHOTEL,0.297534
17,JUBLPHARMA,0.29772
18,MARICO,0.303752
19,INFY,0.304826
20,HEROMOTOCO,0.305319
