Rank,Symbol,AnnualVolatility
1,ADANIENT,0.02996
2,GILLETTE,0.176491
3,DABUR,0.189802
4,ABBOTINDIA,0.194886
5,BRITANNIA,0.196272
6,COLPAL,0.198621
7,HINDUNILVR,0.203772
8,SANOFI,0.205747
9,NESTLEIND,0.213252
10,PGHH,0.215035
11,INFY,0.223945
12,HDFCLIFE,0.226349
13,PIDILITIND,0.22663
14,ALKEM,0.227741
15,SBILIFE,0.229627
16,TCS,0.230771
17,GLAXO,0.23185
18,BERGEPAINT,0.23349
19,ITC,0.235767
20,PFIZER,0.23607
