Rank,Symbol,AnnualVolatility
1,ADANIENT,0.003899
2,HDFCBANK,0.137765
3,GLAXO,0.148075
4,GILLETTE,0.167354
5,PFIZER,0.175176
6,GSKCONS,0.178527
7,PGHH,0.180704
8,HINDUNILVR,0.181046
9,LTM,0.181291
10,KOTAKBANK,0.184864
11,LTTS,0.185565
12,CRISIL,0.186051
13,WIPRO,0.189301
14,COLPAL,0.189524
15,BAJAJ-AUTO,0.191089
16,DBCORP,0.191793
17,SANOFI,0.192475
18,LT,0.198393
19,HCLTECH,0.199192
20,RAJESHEXPO,0.19978
