Rank,Symbol,AnnualVolatility
1,ADANIENT,0.014582
2,ERAINFRA,0.143091
3,GTL,0.158871
4,CRISIL,0.178693
5,POWERGRID,0.197379
6,SANOFI,0.200614
7,BOSCHLTD,0.204056
8,PATELENG,0.206329
9,NTPC,0.209636
10,TATAPOWER,0.21312
11,MAHSEAMLES,0.214372
12,GLAXO,0.216744
13,BEL,0.219774
14,STERLINBIO,0.22042
15,GSKCONS,0.222635
16,OFSS,0.223518
17,INFY,0.224054
18,DIVISLAB,0.225497
19,HINDUNILVR,0.226316
20,NHPC,0.226897
