Rank,Symbol,AnnualVolatility
1,ADANIENT,0.000883
2,JUBLPHARMA,0.137958
3,BOSCHLTD,0.199935
4,ASIANPAINT,0.217727
5,BRITANNIA,0.220569
6,GRASIM,0.220709
7,ACC,0.226779
8,BIOCON,0.228488
9,GLAXO,0.233657
10,ONGC,0.236166
11,DRREDDY,0.239225
12,TATACONSUM,0.239868
13,DREDGECORP,0.244755
14,INDHOTEL,0.246418
15,IOC,0.249422
16,SANOFI,0.254126
17,ITC,0.254342
18,GILLETTE,0.257021
19,BEL,0.257936
20,PGHH,0.262074
