Rank,Symbol,AnnualVolatility
1,ADANIENT,0.007207
2,SJVN,0.199342
3,BOSCHLTD,0.201736
4,3MINDIA,0.218505
5,VIDEOIND,0.22614
6,PGHH,0.227836
7,BAJAJHLDNG,0.228849
8,SBBJ,0.229949
9,OFSS,0.230699
10,CIPLA,0.231033
11,FORTIS,0.232194
12,SBT,0.235836
13,BEL,0.236644
14,COLPAL,0.237487
15,DRREDDY,0.237974
16,CAIRN,0.238432
17,TATACHEM,0.24148
18,ZYDUSLIFE,0.244756
19,BAJAJ-AUTO,0.250638
20,GRASIM,0.25153
