Rank,Symbol,Momentum
1,DHANI,1.010099
2,BAJFINANCE,0.402439
3,JUBLFOOD,0.393942
4,HEXAWARE,0.328356
5,PAGEIND,0.325154
6,BRITANNIA,0.28777
7,MPHASIS,0.28103
8,HINDUNILVR,0.269061
9,DHFL,0.254032
10,M&M,0.246979
11,EXIDEIND,0.24123
12,KOTAKBANK,0.240658
13,TCS,0.214506
14,LTM,0.213886
15,DABUR,0.213046
16,PIDILITIND,0.205714
17,BATAINDIA,0.202126
18,VBL,0.199332
19,MINDTREE,0.19465
20,GLAXO,0.193025
