Rank,Symbol,Momentum
1,UBL,0.242068
2,HINDZINC,0.20441
3,AMTEKAUTO,0.180296
4,HCLTECH,0.167183
5,TECHM,0.152276
6,NATIONALUM,0.145449
7,NMDC,0.144501
8,PFIZER,0.1404
9,SIEMENS,0.13655
10,CAIRN,0.115025
11,BAJAJFINSV,0.097013
12,PEL,0.091743
13,GRASIM,0.089547
14,WIPRO,0.086792
15,MOTHERSON,0.080816
16,RNAVAL,0.077446
17,MHRIL,0.066189
18,GODREJPROP,0.063379
19,ABIRLANUVO,0.057845
20,ACC,0.054889
